what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371344681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371344866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371348316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371354444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371372352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371372614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349371374631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349371377001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371382066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371382218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349371383568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371392801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371404397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371404604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349371413902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349371426641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349371429514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349371434826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349371470089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371481424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371826367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371836423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371838787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371857215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349371885958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371902386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371945609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371948044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371949370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371950672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371950955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371951467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371952440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371958220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371959592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371960317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349371965064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349371970352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349372186385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349372199110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349372203522
