what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182354951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182355397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182358048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182380702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182381123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182382744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182385018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182386892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182390323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182394370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182394624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182395952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182397747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182397971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182399460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182405096
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349182414338
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349182423023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182427955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182434388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182434594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182442878
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349182453039
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349182454411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349182456816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182458319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182460909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182461187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182462870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182481962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182490638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182492054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182493913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182505846
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349182509341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182511463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182552192
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349182553037
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349182553737
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349182556668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1349182558223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349182559439
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349182561281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1349182561681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349182562781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349182563057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182564280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182572307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182573433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182575163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182583903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182585554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182591593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349182594788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349182600972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182602783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182605573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182605813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182607403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182811289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182811522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182820553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182825313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182825497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182829577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182848561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182853316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182854747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182858723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182876107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182883055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182890071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182894221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182894338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182895618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182907402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182911758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182915012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182918100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182921199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182925879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182928571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182937422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349182939536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182945366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182962904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182963171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182968229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182970647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182970902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349182991621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182993377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349182997938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183002858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183003032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183006089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183016071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183039448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183064762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183068880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1349183076474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349183092127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183093507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349183101052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183101870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183105222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349183122259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183124065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183132792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183155914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183166597
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183175785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183184266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183189202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183344690
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349183349098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183385822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183389273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183391385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349183394730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183396499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183400131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349183401334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183413923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183417275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183426707
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349183428502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183430663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183438931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349183439120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349183439120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183440112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183676479
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349183677753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183699639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183708545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183730376
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349183733650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183735892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183742502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349183742680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349183742680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183743589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183878017
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349183879898
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349183881672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349183908809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349183917896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183922304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183922529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183924592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183928828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183929003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183930983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183935380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183941968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183942865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349183957739
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349183965277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183967528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183974368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349183974540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349183974540
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349183974685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349183982076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349183983189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184006659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184009249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184014370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184032460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184037385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184042534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184044822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184045615
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349184046548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184049467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184055895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349184056057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349184056057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184056689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184137541
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349184138425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184165372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184169566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184177898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184182319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184185676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184194747
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1349184194806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184198822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184206518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184437403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184442031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184443661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184452592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184455666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184461289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184463918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184474099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184482923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184488128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184489728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184489942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184490990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184496528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184496673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184499153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349184502552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349184502725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184504056
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184509486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184515452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184524514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184524641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184527658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184537061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184548924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349184550460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349184550979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349184551505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349184551896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349184552438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349184553022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349184553455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349184554523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184556227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184569443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184572919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184582724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184582999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184585746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184597405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184597658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184598592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184606985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184636408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184636685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184638627
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349184640604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184642318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184647946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349184648104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349184648105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184649092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184743603
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349184744602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184755327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349184757438
