what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349184888765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349184892165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184893599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184898074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184898310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349184899973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184904428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184904659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184907876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184918315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184945947
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349184946382
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349184947006
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349184949598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1349184950086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349184950809
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349184952137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1349184952498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349184953247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349184953590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184954764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184958096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184958218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184961195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184963359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184976705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184980761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184988380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184991357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349184991534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349184998571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349185017276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185018796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185021147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185023372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185031636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185047503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185049937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349185061928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185063084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185101419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349185104051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349185109060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185175828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185176036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185185294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185188596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185192272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185192398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185199300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349185207905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349185208936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349185210702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1349185212605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1349185213063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185221373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185227823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185228005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185231338
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349185246165
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349185253368
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349185255282
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349185261511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185276691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349185281768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185282770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185282989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349185284352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185301517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185321342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185338539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185342436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185359687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349185388189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185392613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185392865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185394803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185403945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185404216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185407522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185414837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349185444728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349185450058
