what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349357752775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349357752775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349357753293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358001811
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349358002982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358013075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358251065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358286400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358298769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349358325625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358327996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358328231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349358330509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358336834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358337085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349358337938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349358342158
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349358401249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358403630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358408987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349358409153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349358409153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358410059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358949951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349358950265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349359048951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349359050075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349360003391
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349360013365
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349360016058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349360021891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349360024917
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349360031873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349360036854
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349360045345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349360047144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349360051661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349360051843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1349360051843
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349360053203
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349360125830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349360127634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349360132160
